,tweet,hashtags,class,label
308,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",,1.0
309,b account withhold india response legal demand learn,[],,1.0
310,b account withhold india response legal demand learn,[],,1.0
311,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",,1.0
312,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",,1.0
313,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",,1.0
314,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",,1.0
315,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",,1.0
316,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",,1.0
317,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",,1.0
318,like fail agenda pannun door door campaign go super failure nahi chahida k,"['Pannun', 'door', 'NahiChahidaK']",,1.0
319,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe india,"['Khalistan', 'Minorities']",,1.0
320,sikh want khalistan sikh indian army man explain how sikh treat india minority not safe,"['Khalistan', 'Minorities']",,1.0
321,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",,1.0
322,cm gherao modi truck rally th sept solution farmersbill sfj khalistan,"['Modi', 'TruckRally', 'Farmersbill2020', 'SFJ', 'Khalistan']",,1.0
323,b account withhold india response legal demand learn,[],,1.0
324,charm hour long discussion channel president shiromani akali dal amritsar,[],,1.0
325,b account withhold india response legal demand learn,[],,1.0
326,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
327,like fail agenda pannun door door campaign go super failure nahi chahida k,"['Pannun', 'door', 'NahiChahidaK']",,1.0
328,sikh amp muslim minority india want freedom india community realize elder,[],,1.0
329,mr pannun door door campaign go super failure like campaign,"['Pannun', 'door']",,1.0
330,know someone hijack issue farm bill amp run agenda kisaan union cannot survive without,[],,1.0
331,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
332,like fail agenda pannun door door campaign go super failure nahi chahida k,"['Pannun', 'door', 'NahiChahidaK']",,1.0
333,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
334,like fail agenda pannun door door campaign go super failure,"['Pannun', 'door']",,1.0
335,charm hour long discussion channel president shiromani akali dal amritsar,[],,1.0
336,government panjab busy resolution caa nose pro khalistan really,"['Panjab', 'CAA', 'Khalistan']",,1.0
337,socalled pure country call pakistan kill murder blast commute inhuman atrocity thei,[],,1.0
338,people ask khalistan,['Khalistan'],,1.0
339,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
340,people ask khalistan,['Khalistan'],,1.0
341,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
342,bs hun hor ni way,"['KhalistanReferendum2020', 'Khalistan', 'newcountry', 'WeAgainstFarmBills']",,1.0
343,bs hun hor ni way,"['KhalistanReferendum2020', 'Khalistan', 'newcountry', 'WeAgainstFarmBills']",,1.0
344,bs hun hor ni way,"['KhalistanReferendum2020', 'Khalistan', 'newcountry', 'WeAgainstFarmBills']",,1.0
345,sfj conduct referendum different place india amp fail miserably everywhere nw team pannu h come ne,"['SFJ', 'Referendums', 'India', 'Pannu']",,1.0
346,bs hun hor ni way,"['KhalistanReferendum2020', 'Khalistan', 'newcountry', 'WeAgainstFarmBills']",,1.0
347,bs hun hor ni way,"['KhalistanReferendum2020', 'Khalistan', 'newcountry']",,1.0
348,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
349,charm hour long discussion channel president shiromani akali dal amritsar,[],,1.0
350,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
351,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
352,pannun pakistani puppet who work pakistan see indian sikh answer referendum shame,['Shame'],,1.0
353,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
354,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
355,charm hour long discussion channel president shiromani akali dal amritsar,[],,1.0
356,what would call video watch tight slap dose humiliation sfj khalistani separ,"['SFJ', 'KhalistaniSepar']",,1.0
357,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
358,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",,1.0
359,thousand indian farmer protest agriculturerelated bill sikh justice sfj try fi,['Indian'],,1.0
360,pannun actual status socalled khalistan referendum vote still want doo,"['Pannun', 'Khalistan', 'referendum2020']",,1.0
361,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
362,dear sfj pannun khalistan supporter please answer question ask video stop kha,"['SFJ', 'Pannun', 'Khalistan', 'Kha']",,1.0
363,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",,1.0
364,pannun no shame leave,"['Pannun', 'Khalistan']",,1.0
365,pakistan,[],,1.0
366,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
367,pannun pakistani puppet who work pakistan see indian sikh answer referendum shame,['Shame'],,1.0
368,november terror attack premise sant nirankari mission indian state punjab,[],,1.0
369,dear pannun bhai listen recent debate also feel how khalistan which not,"['Pannun', 'Khalistan']",,1.0
370,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
371,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
372,hey pannun why,"['Pannun', 'Khalistan', 'Pakistan']",,1.0
373,thousand indian farmer protest agriculturerelated bill sikh justice sfj try,['Indian'],,1.0
374,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
375,farmer protest ambala army cavalcade block pro khalistan slogan raise cavalcade ar,[],,1.0
376,b farmer protest ambala army cavalcade block pro khalistan slogan raise cavalcade,[],,1.0
377,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
378,charm hour long discussion channel president shiromani akali dal amritsar,[],,1.0
379,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
380,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",,1.0
381,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
382,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
383,what would call video watch tight slap dose humiliation sfj khalistani separ,"['SFJ', 'KhalistaniSepar']",,1.0
384,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
385,charm hour long discussion channel president shiromani akali dal amritsar,[],,1.0
386,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
387,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",,1.0
388,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
389,b bhene isnt khalistan guru sahiban talk khalsa raj mean something much much good,['Khalistan'],,1.0
390,b miss aint khalistan agenda name sikh suppose dont know wh,"['Khalistan', 'Sikhs']",,1.0
391,b isnt khalistan agenda name religion take look,['Khalistan'],,1.0
392,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
393,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
394,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",,1.0
395,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
396,b what khalistan tell please twitter,"['Khalistan', 'twitter']",,1.0
397,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
398,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
399,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
400,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",,1.0
401,what would call video watch tight slap dose humiliation sfj khalistani separ,"['SFJ', 'KhalistaniSepar']",,1.0
402,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
403,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",,1.0
404,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
405,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
406,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",,1.0
407,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
408,no khalistan khai garbage dear sikh quick realise pannun,"['Khalistan', 'Khai']",,1.0
409,oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
410,fight khalistan result mainly two thing carnage innocent people resurgence hatred soci,['Khalistan'],,1.0
411,b oops what happen video go break every khalistanis dream socalled khalistan,"['Khalistanis', 'Khalistan']",,1.0
412,fight khalistan result mainly two thing carnage innocent people resurgence hatred,['Khalistan'],,1.0
413,what would call video watch tight slap dose humiliation sfj khalistani separ,"['SFJ', 'KhalistaniSepar']",,1.0
414,what would call video watch tight slap dose humiliation sfj khalistani separ,"['SFJ', 'KhalistaniSepar']",,1.0
415,what would call video watch tight slap dose humiliation sfj khalistani separ,"['SFJ', 'KhalistaniSepar']",,1.0
416,charm hour long discussion channel president shiromani akali dal amritsar,[],,1.0
417,charm hour long discussion channel president shiromani akali dal amritsar,[],,1.0
418,entire india along indian sikh community outrightly reject demand khalistan illeg,"['SikhCommunity', 'Khalistan']",,1.0
419,pannun no shame leave,"['Pannun', 'Khalistan']",,1.0
420,pannun no shame leave,"['Pannun', 'Khalistan']",,1.0
421,pannun amp minion dont try hard wont get neither vote nor socalled khalistan bo,['Khalistan'],,1.0
422,shame khalistani supporter whoever do no right stay punjab request leave ou,['ShameOnKhalistaniSupporters'],,1.0
423,pannun know mean no word no usually use give negative response real sikh say big,"['Pannun', 'RealSikhs']",,1.0
424,mil macdonald laurier institute report note clear who really drive khalistan bus pakistan,['Khalistan'],,1.0
425,picture show pannun pakistani sponsor make khalistan referendum twitter r,"['Pannun', 'Pakistani', 'Khalistan', 'Referendum', 'Twitter']",,1.0
426,one want khalistan entire india khalistan hemkund north rameshwaram south barcha,['Khalistan'],,1.0
427,charm hour long discussion channel president shiromani akali dal amritsar,[],,1.0
428,charm hour long discussion channel president shiromani akali dal amritsar,[],,1.0
429,charm hour long discussion channel president shiromani akali dal amritsar,[],,1.0
430,pannun not listen real sikh imaginary world doesnt care sikh community,"['Pannun', 'RealSikhs', 'SikhCommunity']",,1.0
431,pannun part peaceful campaign khalistan socalled peaceful campaign khalistan n,"['Khalistan', 'Khalistan']",,1.0
432,charm hour long discussion channel president shiromani akali dal amritsar,[],,1.0
433,sikh amp muslim minority india want freedom india community realize elder,[],,1.0
434,entire india along indian sikh community outrightly reject demand khalistan illeg,"['SikhCommunity', 'Khalistan']",,1.0
435,b dear indian dont worry nagaland khalistan atarprdas remember ladakh,"['Nagaland', 'Khalistan', 'Atarprdas', 'ladakh']",,1.0
436,socalled pure country call pakistan kill murder blast commute inhuman atrocity thei,[],,1.0
437,punjab amp haryana people protest modi un watch live khalistan sfj,"['Punjab', 'Haryana', 'ModiAtUN', 'Khalistan', 'SFJ']",,1.0
438,sfj protest modi un watch live meet shoe shout berate right,"['SFJ', 'ModiAtUN']",,1.0
439,khalistan street new york punjab protest modi un watch live,"['Punjab', 'ModiAtUN']",,1.0
440,punjab new york punjab farmer protest modi un butch heart always disrupt life pe,"['Punjab', 'NewYork', 'PunjabFarmers', 'ModiAtUN']",,1.0
441,khalistan protest modi watch live punjab farmer,"['Khalistan', 'Modi', 'PunjabFarmers']",,1.0
442,,"['Kashmir_With_India', 'ShameOnSFJ', 'ShameOnPannun', 'Khalis']",,1.0
443,,"['Kashmir_With_India', 'ShameOnSFJ', 'ShameOnPannun', 'Khalis']",,1.0
444,sfj conduct referendum different place india amp fail miserably everywhere nw team pannu h come ne,"['SFJ', 'Referendums', 'India', 'Pannu']",,1.0
445,b india sikh expose modis face new york occasion world world meet outside un see,['IndiaSikhs'],,1.0
446,,"['Kashmir_With_India', 'ShameOnSFJ', 'ShameOnPannun', 'Khalis']",,1.0
447,b,"['Kashmir_With_India', 'ShameOnSFJ', 'ShameOnPannun']",,1.0
448,one genuinely feel farmer don,"['AAP', 'congress', 'akali', 'khalistan']",,1.0
449,pannun no shame leave,"['Pannun', 'Khalistan']",,1.0
450,canadian thinktank recently publish report which argue khalistan separatist movement project,['Khalistan'],,1.0
451,sfj sikh protest modi un policy punjab farmer khalistan referendum,"['SFJ', 'ModiAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
